city,state_id,lat,lng,population
Hampton,PA,39.9289,-77.0584,0
Hampton,SC,32.8676,-81.1092,4266
Hampton,TN,36.2843,-82.1726,0
Hampton,VA,37.0551,-76.3629,135410
Hampton Bays,NY,40.8692,-72.5227,0
Hampton Beach,NH,42.9142,-70.8128,0
Hampton Manor,NY,42.6214,-73.7279,0
Hampton Springs,FL,30.0855,-83.6549,0
Hamtramck,MI,42.3954,-83.056,21752
Hana,HI,20.772,-156.0107,0
Hanahan,SC,32.9303,-80.0031,23439
Hanalei,HI,22.2041,-159.4976,0
Hanamaulu,HI,21.9953,-159.3494,0
Hanapepe,HI,21.914,-159.5874,0
Hanceville,AL,34.0631,-86.7636,3251
Hancock,IA,41.3922,-95.3637,195
Hancock,MD,39.7054,-78.175,1553
Hancock,MI,47.1346,-88.5993,4586
Hancock,MN,45.4977,-95.7956,746
Hancock,NH,42.974,-71.9807,0
Hancock,NY,41.9527,-75.2837,962
Hancock,WI,44.133,-89.5202,402
Hancocks Bridge,NJ,39.5046,-75.4611,0
Handley,WV,38.1863,-81.3673,336
Handshoe,KY,37.4701,-82.9066,0
Hanford,CA,36.326,-119.6539,90515
Hanford,WA,46.5837,-119.3878,0
Hanging Limb,TN,36.237,-85.1619,0
Hanging Rock,OH,38.5599,-82.7274,218
Hankamer,TX,29.8583,-94.6269,0
Hankinson,ND,46.0717,-96.8919,899
Hanksville,UT,38.3724,-110.7138,214
Hanley Falls,MN,44.6919,-95.6193,290
Hanley Hills,MO,38.6856,-90.325,2115
Hanlontown,IA,43.2809,-93.3789,230
Hanna,IN,41.4121,-86.7795,0
Hanna,LA,31.9613,-93.3477,0
Hanna,OK,35.2042,-95.8894,133
Hanna,UT,40.4041,-110.7652,0
Hanna,WY,41.8698,-106.5596,812
Hanna City,IL,40.6934,-89.8082,1225
Hannaford,ND,47.3141,-98.1889,123
Hannah,ND,48.9726,-98.6904,14
Hannahs Mill,GA,32.9369,-84.3405,0
Hannastown,PA,40.3537,-79.4967,0
Hannasville,PA,41.4716,-79.9311,0
Hannawa Falls,NY,44.6015,-74.9739,0
Hannibal,MO,39.7097,-91.3936,18361
Hannibal,NY,43.3194,-76.5778,531
Hannibal,OH,39.6719,-80.8741,0
Hannibal,WI,45.2525,-90.789,0
Hannover,ND,47.1114,-101.4265,0
Hanover,AR,35.8034,-92.1238,0
Hanover,IL,42.2553,-90.2737,800
Hanover,KS,39.893,-96.876,660
Hanover,MI,42.1002,-84.554,427
Hanover,MN,45.1581,-93.6628,3360
Hanover,MT,47.1214,-109.5546,0
Hanover,NH,43.7068,-72.2774,0
Hanover,NM,32.8149,-108.0897,0
Hanover,OH,40.0824,-82.2759,1162
Hanover,PA,39.8118,-76.9835,67480
Hanover,VA,37.7668,-77.3706,0
Hanover,WI,42.6389,-89.171,0
Hanover Center,MA,42.1168,-70.8412,0
Hanover Park,IL,41.9819,-88.1447,38044
Hanoverton,OH,40.7547,-80.9355,397
Hansboro,ND,48.9525,-99.3808,12
Hansell,IA,42.7578,-93.1041,94
Hansen,ID,42.5314,-114.3012,1245
Hansen,NE,40.6964,-98.3703,0
Hanska,MN,44.1488,-94.4945,376
Hanson,FL,30.5516,-83.3671,0
Hanson,KY,37.4166,-87.4786,729
Hanson,MA,42.0649,-70.8521,0
Hanston,KS,38.123,-99.7126,202
Hansville,WA,47.8978,-122.5579,0
Hapeville,GA,33.6609,-84.4093,6627
Happy,TX,34.7416,-101.8572,651
Happy Camp,CA,41.8103,-123.3892,0
Happy Jack,AZ,34.7434,-111.4074,0
Happy Jack,LA,29.5219,-89.7337,0
Happy Valley,AK,59.9137,-151.6072,0
Happy Valley,OR,45.4383,-122.5142,19704
Happys Inn,MT,48.0638,-115.1351,0
Harahan,LA,29.9374,-90.2031,9360
Haralson,GA,33.2285,-84.569,187
Harbert,MI,41.872,-86.6289,0
Harbine,NE,40.1917,-96.9742,47
Harbison Canyon,CA,32.8273,-116.8381,0
Harbor,OR,42.0385,-124.2516,0
Harbor Beach,MI,43.8456,-82.6555,1616
Harbor Bluffs,FL,27.9083,-82.8269,0
Harbor Hills,NY,40.7881,-73.7492,0
Harbor Hills,OH,39.9366,-82.4344,0
Harbor Isle,NY,40.6019,-73.6647,0
Harbor Springs,MI,45.4325,-84.9889,1206
Harbor View,OH,41.6934,-83.4447,99
Harborton,VA,37.6595,-75.8332,0
Harbour Heights,FL,26.9928,-82.0072,0
Harbour Pointe,WA,47.8857,-122.3051,0
Harcourt,IA,42.2606,-94.1745,292
Harcuvar,AZ,33.76,-113.6533,0
Hardaway,AL,32.2865,-85.8488,0
Hardaway,FL,30.6305,-84.7355,0
Hardeeville,SC,32.2949,-81.0324,5731
Hardesty,OK,36.6147,-101.1936,218
Hardin,IL,39.1591,-90.6248,933
Hardin,KY,36.7652,-88.3023,612
Hardin,MO,39.2677,-93.8314,539
Hardin,MT,45.7423,-107.6082,3947
Hardin,TX,30.1493,-94.7377,885
Harding,KS,37.9939,-94.8197,0
Harding,MA,42.2037,-71.3239,0
Harding,MN,46.1194,-94.0378,125
Harding,SD,45.3983,-103.8327,0
Harding Lake,AK,64.4213,-146.8155,0
Hardinsburg,IN,38.462,-86.2732,243
Hardinsburg,KY,37.7755,-86.4536,2326
Hardtner,KS,37.0147,-98.6493,168
Hardwick,CA,36.4026,-119.7208,0
Hardwick,GA,33.0523,-83.244,0
Hardwick,MN,43.7742,-96.1975,195
Hardwick,VT,44.5022,-72.3653,0
Hardy,AR,36.3188,-91.4794,769
Hardy,IA,42.8101,-94.0512,45
Hardy,MT,47.1863,-111.8058,0
Hardy,NE,40.0113,-97.9238,152
Hardy,OK,36.9709,-96.7984,0
Hardyville,KY,37.2535,-85.7896,0
Hargill,TX,26.4423,-98.0146,0
Hargis,KY,36.9651,-84.4902,0
Haring,MI,44.2821,-85.4005,0
Harker Heights,TX,31.0578,-97.6443,29757
Harkers Island,NC,34.7002,-76.5612,0
Harkeyville,TX,31.2107,-98.7856,0
Harlan,IA,41.6496,-95.3268,4766
Harlan,IN,41.1966,-84.9245,0
Harlan,KS,39.6056,-98.767,0
Harlan,KY,36.8432,-83.3184,6502
Harlan,OR,44.5398,-123.6932,0
Harleigh,PA,40.9862,-75.9702,0
Harlem,FL,26.7324,-80.9518,0
Harlem,GA,33.4154,-82.3139,3062
Harlem,IL,42.3403,-89.0179,0
Harlem,MT,48.5318,-108.7847,823
Harlem Heights,FL,26.516,-81.9293,0
Harlem Springs,OH,40.5209,-81.0031,0
Harleton,TX,32.6765,-94.5746,0
Harleysville,PA,40.2791,-75.3872,0
Harleyville,SC,33.2126,-80.4478,690
Harlingen,NJ,40.4494,-74.6585,0
Harlingen,TX,26.1914,-97.6977,137119
Harlow,ND,48.1636,-99.519,0
Harlowton,MT,46.4367,-109.835,984
Harman,VA,37.2932,-82.2021,0
Harman,WV,38.9211,-79.5245,142
Harmans,MD,39.1573,-76.6966,0
Harmar Heights,PA,40.5565,-79.8189,0
Harmarville,PA,40.5312,-79.8484,0
Harmon,IL,41.7193,-89.5562,114
Harmon,LA,32.066,-93.4305,0
Harmon,ND,46.9443,-100.9526,0
Harmon,OK,36.1448,-99.5604,0
Harmonsburg,PA,41.6656,-80.3143,0
Harmony,AR,35.5481,-93.5557,0
Harmony,CA,35.5086,-121.0227,0
Harmony,IN,39.5335,-87.0734,630
Harmony,MD,38.779,-75.8805,0
Harmony,MN,43.554,-92.0076,998
Harmony,NC,35.9593,-80.7735,563
Harmony,NJ,40.7501,-75.14,0
Harmony,PA,40.8015,-80.125,856
Harmony,RI,41.8965,-71.6053,0
Harmony,TX,31.7582,-95.7938,0
Harney,NV,40.5774,-116.3248,0
Harney,OR,43.6432,-118.8227,0
Harold,FL,30.6771,-86.831,0
Harold,KY,37.5368,-82.6332,0
Harper,IA,41.3637,-92.051,109
Harper,KS,37.2851,-98.0277,1376
Harper,OR,43.857,-117.6265,0
Harper,TX,30.2903,-99.2459,0
Harper,WA,47.5207,-122.5196,0
Harper Woods,MI,42.439,-82.9294,13730
Harpers Ferry,IA,43.2008,-91.152,318
Harpers Ferry,WV,39.3251,-77.7409,291
Harpersville,AL,33.3185,-86.4285,1680
Harperville,MS,32.4943,-89.4895,0
Harpster,ID,45.9866,-115.9635,0
Harpster,OH,40.7384,-83.2502,199
Harrah,OK,35.4796,-97.1866,4631
Harrah,WA,46.407,-120.5422,624
Harrell,AR,33.5102,-92.4011,244
Harrells,NC,34.7279,-78.2015,201
Harrellsville,NC,36.3016,-76.7918,104
Harriet,AR,35.9934,-92.5204,0
Harrietta,MI,44.3095,-85.7007,145
Harriettsville,OH,39.6315,-81.3376,0
Harriman,NY,41.3088,-74.1444,2462
Harriman,TN,35.9306,-84.5603,23026
Harrington,DE,38.9243,-75.5705,4594
Harrington,SD,43.1711,-101.2546,0
Harrington,WA,47.4799,-118.2555,401
Harrington Park,NJ,40.9899,-73.9802,4806
Harris,AZ,35.1369,-114.0838,0
Harris,IA,43.4435,-95.4371,163
Harris,KS,38.3206,-95.445,0
Harris,MN,45.5976,-92.9869,1146
Harris,MO,40.3062,-93.3504,57
Harris,OK,33.7504,-94.7291,0
Harris Hill,NY,42.973,-78.6793,0
Harrisburg,AR,35.5644,-90.7212,2312
Harrisburg,IL,37.7373,-88.5457,9246
Harrisburg,MO,39.1396,-92.458,276
Harrisburg,NC,35.3145,-80.6495,15349
Harrisburg,NE,41.5505,-103.7267,0
Harrisburg,OH,39.8107,-83.1686,335
Harrisburg,OR,44.2719,-123.1657,3827
Harrisburg,PA,40.2752,-76.8843,438995
Harrisburg,SD,43.4317,-96.7033,4305
Harrison,AR,36.2438,-93.1198,14194
Harrison,GA,32.8263,-82.7258,461
Harrison,ID,47.4675,-116.8036,219
Harrison,IL,37.7982,-89.3361,0
Harrison,MI,44.0168,-84.808,3524
Harrison,MT,45.7036,-111.7854,0
Harrison,NE,42.688,-103.8824,238
Harrison,NJ,40.7431,-74.1532,16231
Harrison,NY,41.0233,-73.7192,28340
Harrison,OH,39.257,-84.7883,14411
Harrison,SD,43.4311,-98.5267,0
Harrison,TN,35.1275,-85.1464,0
Harrison,WI,44.2265,-88.3312,9561
Harrison City,PA,40.3544,-79.6506,0
Harrison Grove,NY,43.2806,-78.9662,0
Harrison Valley,PA,41.942,-77.6494,0
Harrisonburg,LA,31.7681,-91.825,331
Harrisonburg,VA,38.4362,-78.8735,72470
Harrisonville,MD,39.3859,-76.8333,0
Harrisonville,MO,38.653,-94.3467,9378
Harrisonville,OH,39.1265,-82.1338,0
Harriston,MS,31.7252,-91.0323,0
Harriston,VA,38.212,-78.8283,0
Harristown,IL,39.843,-89.0616,1323
Harrisville,MI,44.6572,-83.2946,469
Harrisville,MS,31.9724,-90.0779,0
Harrisville,NY,44.1532,-75.3211,619
Harrisville,OH,40.1814,-80.8868,231
Harrisville,PA,41.1365,-80.0105,874
Harrisville,RI,41.9687,-71.6767,0
Harrisville,UT,41.2854,-111.986,6376
Harrisville,WV,39.2104,-81.0485,1750
Harrod,OH,40.7074,-83.9213,412
Harrodsburg,IN,39.018,-86.5533,0
Harrodsburg,KY,37.7655,-84.8474,8797
Harrogate,TN,36.5744,-83.6465,4388
Harrold,SD,44.5235,-99.7393,123
Harrold,TX,34.0806,-99.0323,0
Harshaw,WI,45.6655,-89.6554,0
Hart,MI,43.6949,-86.3696,2507
Hart,TX,34.3858,-102.1151,1046
Hartfield,VA,37.5512,-76.4461,0
Hartford,AL,31.1055,-85.6916,2638
Hartford,AR,35.0235,-94.3801,638
Hartford,CT,41.7661,-72.6834,913587
Hartford,GA,32.2857,-83.4491,0
Hartford,IA,41.4577,-93.4052,767
Hartford,IL,38.8212,-90.091,1378
Hartford,KS,38.3081,-95.9568,368
Hartford,KY,37.4506,-86.893,2771
Hartford,MI,42.2049,-86.166,2614
Hartford,SD,43.6211,-96.9431,3140
Hartford,TN,35.8168,-83.1432,0
Hartford,WI,43.3215,-88.3777,14605
Hartford City,IN,40.4536,-85.3735,5862
Hartford City,WV,38.9978,-81.9905,592
Hartington,NE,42.6207,-97.2669,1523
Hartland,CA,36.6517,-118.9552,0
Hartland,IL,42.3636,-88.5073,0
Hartland,ME,44.8815,-69.4585,0
Hartland,MN,43.8045,-93.4851,305
Hartland,ND,48.3995,-101.8204,0
Hartland,VT,43.5425,-72.4001,0
Hartland,WI,43.1024,-88.3398,9212
Hartleton,PA,40.9002,-77.1564,286
Hartley,CA,38.4203,-121.9521,0
Hartley,IA,43.179,-95.4768,1618
Hartley,TX,35.8914,-102.3934,0
Hartline,WA,47.6894,-119.1081,155
Hartly,DE,39.1687,-75.7125,71
Hartman,AR,35.4344,-93.6212,528
Hartman,CO,38.1212,-102.2217,73
Hartrandt,WY,42.8836,-106.3492,0
Harts,WV,38.0343,-82.129,0
Hartsburg,IL,40.2506,-89.4413,310
Hartsburg,MO,38.6971,-92.3072,105
Hartsdale,NY,41.0153,-73.8036,0
Hartsel,CO,39.0217,-105.7958,0
Hartselle,AL,34.4392,-86.9399,14471
Hartshorn,MO,37.2648,-91.6704,0
Hartshorne,OK,34.8389,-95.5585,2374
Hartstown,PA,41.5511,-80.3825,0
Hartsville,IN,39.2669,-85.6992,390
Hartsville,SC,34.3679,-80.0829,15133
Hartsville,TN,36.3909,-86.1672,0
Hartville,MO,37.2502,-92.512,595
Hartville,OH,40.9619,-81.3342,3020
Hartville,WY,42.3277,-104.7245,61
Hartwell,GA,34.3501,-82.9287,5930
Hartwell,MO,38.4331,-93.9342,0
Hartwick,IA,41.7861,-92.3453,81
Hartwick,NY,42.6586,-75.0611,0
Harvard,IL,42.4297,-88.6212,9595
Harvard,NE,40.6201,-98.0961,954
Harvel,IL,39.3577,-89.5323,213
Harvest,AL,34.8558,-86.7521,0
Harvey,AR,34.8459,-93.7852,0
Harvey,IA,41.3179,-92.9227,238
Harvey,IL,41.6076,-87.6521,24947
Harvey,LA,29.8871,-90.0664,0
Harvey,MI,46.4882,-87.3511,0
Harvey,ND,47.7771,-99.929,1743
Harvey Cedars,NJ,39.6994,-74.1424,340
Harveys Lake,PA,41.3625,-76.0384,2773
Harveysburg,OH,39.5022,-83.9984,556
Harveyville,KS,38.7896,-95.9622,241
Harviell,MO,36.6618,-90.4748,0
Harwich Port,MA,41.6723,-70.0641,0
Harwick,PA,40.5562,-79.8054,0
Harwood,MD,38.8654,-76.62,0
Harwood,MO,37.9567,-94.1539,46
Harwood,ND,46.976,-96.8794,807
Harwood,TX,29.6658,-97.5053,0
Harwood Heights,IL,41.9663,-87.8057,8549
Hasbrouck Heights,NJ,40.862,-74.0742,12182
Haskell,AR,34.5097,-92.6405,4445
Haskell,OK,35.8187,-95.6805,1966
Haskell,TX,33.1597,-99.732,2969
Haskins,OH,41.4648,-83.7043,1227
Haslet,TX,32.9611,-97.3378,1817
Haslett,MI,42.7525,-84.4019,0
Hasse,TX,31.9365,-98.4887,0
Hassell,NC,35.9084,-77.2762,81
Hassman,MN,46.6019,-93.613,0
Hasson Heights,PA,41.4487,-79.6765,0
Hastings,FL,29.7104,-81.5102,644
Hastings,IA,41.0251,-95.4948,152
Hastings,IL,41.6811,-87.9717,0
Hastings,MI,42.6498,-85.2886,7640
Hastings,MN,44.7318,-92.8537,22761
Hastings,NE,40.5962,-98.3926,24393
Hastings,OK,34.2242,-98.1087,137
Hastings,PA,40.6647,-78.7094,1207
Hastings-on-Hudson,NY,40.9902,-73.8801,7969
Hasty,CO,38.1063,-102.956,0
Hasty,MN,45.3711,-93.973,0
Haswell,CO,38.4525,-103.1649,67
Hat Creek,CA,40.8101,-121.4809,0
Hatboro,PA,40.1775,-75.1054,7434
Hatch,ID,42.8194,-111.8522,0
Hatch,NM,32.6682,-107.1642,1590
Hatch,UT,37.6494,-112.4345,140
Hatchbend,FL,29.8472,-82.9182,0
Hatchechubbee,AL,32.2707,-85.2758,0
Hatchel,TX,31.8501,-99.9493,0
Hatfield,AR,34.4859,-94.3792,402
Hatfield,IN,37.903,-87.2217,0
Hatfield,MA,42.372,-72.6068,0
Hatfield,MN,43.9547,-96.1904,57
Hatfield,PA,40.2771,-75.2988,3318
Hathaway,LA,30.3496,-92.6715,0
Hathaway,MT,46.2761,-106.1967,0
Hatillo,PR,18.4811,-66.8221,0
Hatillo Zona Urbana,PR,18.4811,-66.8221,0
Hatley,GA,31.8993,-83.6132,0
Hatley,MS,33.9773,-88.4184,467
Hatley,WI,44.8858,-89.3371,605
Hato Arriba,PR,18.3503,-67.0333,0
Hato Arriba Comunidad,PR,18.3503,-67.0333,0
Hato Candal,PR,18.3733,-65.7906,0
Hato Candal Comunidad,PR,18.3733,-65.7906,0
Hatteras,NC,35.2173,-75.6872,0
Hattiesburg,MS,31.3073,-89.3169,81995
Hattieville,AR,35.2876,-92.7868,0
Hatton,AL,34.5611,-87.4136,0
Hatton,ND,47.637,-97.4586,765
Hatton,UT,38.8389,-112.4566,0
Hatton,WA,46.7736,-118.8276,100
Haubstadt,IN,38.2038,-87.5753,1685
Haugan,MT,47.3833,-115.3996,0
Haugen,WI,45.6078,-91.7789,284
Haughton,LA,32.5271,-93.5042,3325
Hauppauge,NY,40.8217,-73.2119,0
Hauser,ID,47.767,-117.0132,703
Hauser,OR,43.4929,-124.2187,0
Hauula,HI,21.6111,-157.9118,0
Havana,AR,35.11,-93.5261,363
Havana,FL,30.6297,-84.4134,2668
Havana,IL,40.295,-90.0566,3030
Havana,KS,37.0919,-95.9425,97
Havana,ND,45.9517,-97.6184,71
Havana,OH,41.1373,-82.7471,0
Havana,TX,26.2507,-98.5091,0
Havelock,IA,42.8331,-94.7008,132
Havelock,NC,34.9078,-76.8985,21083
Havelock,ND,46.4747,-102.7438,0
Haven,KS,37.9019,-97.7816,1212
Haven,WI,43.8483,-87.7534,0
Havensville,KS,39.5114,-96.0764,150
Haverford,PA,40.0132,-75.2944,0
Haverhill,FL,26.6909,-80.1218,2094
Haverhill,IA,41.944,-92.9608,173
Haverhill,MA,42.7838,-71.0871,62873
Haverstraw,NY,41.1934,-73.952,12129
Havertown,PA,39.9809,-75.3085,0
Haviland,KS,37.6176,-99.1052,677
Haviland,NY,41.768,-73.9007,0
Haviland,OH,41.0178,-84.5853,211
Havre,MT,48.5417,-109.6782,10212
Havre de Grace,MD,39.5471,-76.1135,13527
Haw River,NC,36.0929,-79.3616,2445
Hawaiian Acres,HI,19.5325,-155.0497,0
Hawaiian Beaches,HI,19.5422,-154.9223,0
Hawaiian Gardens,CA,33.8303,-118.0728,14473
Hawaiian Ocean View,HI,19.0968,-155.7746,0
Hawaiian Paradise Park,HI,19.5828,-154.9693,0
Hawarden,IA,43.0018,-96.483,2527
Hawesville,KY,37.8962,-86.7561,1015
Hawi,HI,20.2392,-155.8305,0
Hawick,MN,45.3477,-94.8272,0
Hawk Cove,TX,32.8836,-96.0831,520
Hawk Point,MO,38.9711,-91.1311,684
Hawk Run,PA,40.9228,-78.2041,0
Hawk Springs,WY,41.7852,-104.265,0
Hawkeye,IA,42.9378,-91.9504,416
Hawkins,TX,32.5917,-95.2027,1299
Hawkins,WI,45.5114,-90.7148,282
Hawkinsville,GA,32.2966,-83.483,4712
Hawks,MI,45.302,-83.8875,0
Hawley,CO,37.9828,-103.7111,0
Hawley,MN,46.8766,-96.3178,2193
Hawley,PA,41.4765,-75.1779,1138
Hawley,TX,32.6037,-99.8111,614
Haworth,NJ,40.9622,-73.9976,3464
Haworth,OK,33.8403,-94.6571,293
Hawthorn,PA,41.021,-79.2782,462
Hawthorn Woods,IL,42.2315,-88.0622,8164
Hawthorne,CA,33.9147,-118.3476,88031
Hawthorne,FL,29.588,-82.0842,1525
Hawthorne,NJ,40.9579,-74.1582,18941
Hawthorne,NV,38.5249,-118.6271,0
Hawthorne,NY,41.1035,-73.7968,0
Haxtun,CO,40.6415,-102.6295,917
Hay,WA,46.6788,-117.9158,0
Hay Creek,MN,44.4919,-92.5438,0
Hay Springs,NE,42.6833,-102.6896,551
Haycock,AK,65.2097,-161.1656,0
Hayden,AL,33.8818,-86.7838,1338
Hayden,AZ,32.9995,-110.7814,635
Hayden,CO,40.4852,-107.2423,1874
Hayden,ID,47.7685,-116.801,14344
Hayden,IN,38.9714,-85.739,0
Hayden,NM,35.9684,-103.2716,0
Hayden Lake,ID,47.7637,-116.7565,614
Hayden Row,MA,42.2043,-71.5106,0
Haydenville,OH,39.4807,-82.3238,0
Hayes,LA,30.1112,-92.9236,0
Hayes,SD,44.3703,-101.0215,0
Hayes Center,NE,40.511,-101.0204,200
Hayesville,IA,41.2646,-92.2478,49
Hayesville,NC,35.0463,-83.8181,377
Hayesville,OH,40.7752,-82.2596,470
Hayesville,OR,44.9793,-122.9738,0
Hayfield,IA,43.1781,-93.6926,0
Hayfield,MN,43.8903,-92.8471,1323
Hayfield,VA,38.7534,-77.132,0
Hayford,WA,47.6063,-117.5638,0
Hayfork,CA,40.561,-123.1299,0
Haylow,GA,30.826,-82.9051,0
Haymarket,VA,38.8123,-77.6365,1970
Haynes,AR,34.8909,-90.7927,131
Haynes,ND,45.9739,-102.471,22
Haynesville,LA,32.9667,-93.1376,2148
Haynesville,TX,34.0915,-98.9159,0
Haynesville,VA,37.9501,-76.6625,0
Hayneville,GA,32.3835,-83.6207,0
Hays,KS,38.8806,-99.3214,21713
Hays,MT,48.0104,-108.6606,0
Hays,NC,36.2469,-81.1142,0
Hays,TX,30.1215,-97.8724,243
Haysi,VA,37.215,-82.2931,474
Haysville,KS,37.5651,-97.3528,11245
Haysville,PA,40.5268,-80.1561,70
Hayti,MO,36.2323,-89.7474,3227
Hayti,SD,44.6571,-97.2046,378
Hayti Heights,MO,36.2311,-89.7682,574
Hayward,CA,37.6327,-122.0776,158937
Hayward,MN,43.65,-93.246,242
Hayward,MO,36.3959,-89.6669,0
Hayward,WI,46.0094,-91.4826,2614
Haywood,NC,35.6202,-79.0639,0
Haywood City,MO,37.0117,-89.6003,203
Hazard,KY,37.2583,-83.1977,8853
Hazard,NE,41.0914,-99.0772,68
Hazardville,CT,41.9899,-72.5256,0
Hazel,KY,36.5055,-88.3253,406
Hazel,SD,44.7582,-97.381,90
Hazel Crest,IL,41.5732,-87.6899,13892
Hazel Dell,IL,39.2023,-88.0411,0
Hazel Dell,WA,45.6797,-122.6553,0
Hazel Green,AL,34.9237,-86.5671,0
Hazel Green,IL,41.6834,-87.7401,0
Hazel Green,KY,37.7999,-83.4173,0
Hazel Green,WI,42.5341,-90.4361,1243
Hazel Hurst,PA,41.7059,-78.5825,0
Hazel Park,MI,42.4619,-83.0977,16530
Hazel Run,MN,44.7485,-95.7166,60
Hazelton,ID,42.5952,-114.1363,793
Hazelton,KS,37.0894,-98.4014,91
Hazelton,ND,46.4854,-100.2807,221
Hazelwood,MO,38.7932,-90.3901,25443
Hazelwood,NC,35.4687,-83.004,0
Hazelwood,OR,45.5165,-122.524,0
Hazelwood,WA,47.5509,-122.1915,0
Hazen,AL,32.3401,-87.2039,0
Hazen,AR,34.7977,-91.572,1399
Hazen,ND,47.2995,-101.626,2422
Hazen,NV,39.5652,-119.0463,0
Hazlehurst,GA,31.8651,-82.5994,4551
Hazlehurst,MS,31.8645,-90.3926,4714
Hazlet,NJ,40.4157,-74.191,0
Hazleton,IA,42.6175,-91.9058,815
Hazleton,IN,38.4893,-87.5406,254
Hazleton,PA,40.9504,-75.9724,55301
Head of the Harbor,NY,40.8981,-73.1624,1480
Headland,AL,31.3501,-85.3523,4741
Headquarters,ID,46.6299,-115.8093,0
Headrick,OK,34.6268,-99.1373,90
Heads,MS,33.4707,-90.8465,0
Heafford Junction,WI,45.5472,-89.7154,0
Healdsburg,CA,38.6229,-122.8651,11827
Healdton,OK,34.2335,-97.4868,2761
Healing Springs,VA,37.961,-79.8626,0
Healy,AK,63.9454,-149.0152,0
Healy,KS,38.603,-100.6176,0
Healy Lake,AK,64.0281,-144.633,0
Hearne,TX,30.877,-96.5956,4368
Heart Butte,MT,48.2905,-112.8363,0
Heartwell,NE,40.5699,-98.7891,70
Heath,AL,31.3579,-86.4673,255
Heath,KY,37.0867,-88.7901,0
Heath,MT,46.9958,-109.2671,0
Heath,OH,40.0241,-82.4412,10625
Heath,TX,32.8443,-96.4679,8440
Heath Springs,SC,34.5932,-80.675,944
Heathcote,NJ,40.3907,-74.5756,0
Heathrow,FL,28.7754,-81.3721,0
Heathsville,VA,37.92,-76.4785,0
Heaton,TX,35.5481,-100.8088,0
Heavener,OK,34.8919,-94.6075,3682
Hebardville,OH,39.2534,-82.1679,0
Hebbardsville,KY,37.7762,-87.3753,0
Hebbronville,TX,27.3239,-98.686,0
Hebbville,MD,39.3415,-76.7628,0
Heber,AZ,34.4314,-110.594,0
Heber,CA,32.7318,-115.5204,0
Heber City,UT,40.5069,-111.4132,0
Heber Springs,AR,35.5003,-92.0339,6292
Hebo,OR,45.226,-123.8586,0
Hebron,IL,42.4646,-88.4343,1194
Hebron,IN,41.325,-87.2024,3507
Hebron,KY,39.0626,-84.709,0
Hebron,MD,38.4243,-75.6867,1095
Hebron,ND,46.9023,-102.0442,692
Hebron,NE,40.1681,-97.5872,1537
Hebron,NM,36.7386,-104.4658,0
Hebron,OH,39.9644,-82.4898,2402
Hebron,PA,40.339,-76.3989,0
Hebron,TX,33.0437,-96.8826,424
Hebron,WI,42.9232,-88.6916,0
Hebron Estates,KY,38.0501,-85.6682,1153
Hecker,IL,38.305,-89.9944,489
Heckscherville,PA,40.721,-76.2667,0
Heckville,TX,33.7548,-101.6652,0
Hecla,SD,45.8821,-98.1517,229
Hector,AR,35.4646,-92.9763,454
Hector,MN,44.7421,-94.7135,1061
Hedgesville,MT,46.4566,-109.5027,0
Hedgesville,WV,39.5544,-77.9944,320
Hedley,TX,34.8674,-100.6589,308
Hedrick,IA,41.1712,-92.3079,740
Hedville,KS,38.8628,-97.7614,0
Hedwig Village,TX,29.7799,-95.5193,2662
Hedwigs Hill,TX,30.6657,-99.112,0
Heeia,HI,21.4211,-157.8203,0
Heeney,CO,39.871,-106.3,0
Heflin,LA,32.4565,-93.2683,230
Hegins,PA,40.6524,-76.4876,0
Heglar,ID,42.4735,-113.1472,0
Heiberger,AL,32.7582,-87.2867,0
Heidelberg,MN,44.4931,-93.6265,124
Heidelberg,MS,31.8898,-88.9879,684
Heidelberg,PA,40.3915,-80.0923,1219
Heidelberg,TX,26.1831,-97.885,0
Heidlersburg,PA,39.9504,-77.1493,0
Heidrick,KY,36.8826,-83.8785,0
Heil,ND,46.3892,-101.7011,0
Heilwood,PA,40.6322,-78.8931,0
Heimdal,ND,47.7926,-99.6528,0
Heizer,KS,38.4222,-98.8893,0
Helen,GA,34.7045,-83.7201,542
Helen,WV,37.6374,-81.313,0
Helena,AL,33.2855,-86.8748,18673
Helena,AR,34.5295,-90.5918,0
Helena,CA,40.7735,-123.1284,0
Helena,GA,32.0738,-82.9146,0
Helena,KY,38.4934,-83.7752,0
Helena,MS,30.4881,-88.5056,0
Helena,MT,46.5963,-112.0196,49812
Helena,NY,44.9217,-74.7263,0
Helena,OH,41.3404,-83.2922,217
Helena,OK,36.5466,-98.2714,1422
Helena,TX,28.9539,-97.8233,0
Helena-West Helena,AR,34.5311,-90.6202,9980
Helendale,CA,34.7439,-117.3245,0
Helenville,WI,43.0168,-88.6999,0
Helenwood,TN,36.4287,-84.5531,0
Helix,OR,45.8506,-118.659,181
Hellertown,PA,40.5811,-75.3378,5830
Helm,CA,36.5316,-120.0982,0
Helmer,ID,46.8007,-116.4702,0
Helmetta,NJ,40.3778,-74.4238,2213
Helmville,MT,46.8666,-112.9612,0
Helotes,TX,29.5701,-98.6947,8758
Helper,UT,39.6898,-110.8596,2095
Helton,KY,36.954,-83.3907,0
Heltonville,IN,38.9278,-86.3755,0
Helvetia,WV,38.7058,-80.1993,0
