OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.299
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.559
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.249
5739,PILOT TRAVEL CENTERS #284,"I-75, EXIT 18",Monroe                                  ,MI,325,3.439
5751,TA LAKE PARK TRAVEL CENTER,"I-75,  EXIT 2",Lake Park,GA,20,3.31566666
5754,ROAD TRIP OASIS PERRY,"I-69, EXIT 105 & SR-52",Perry,MI,406,3.799
5754,ROAD TRIP OASIS PERRY,"I-69, EXIT 105 & SR-52",Perry,MI,406,3.699
5758,SPEEDY Q MARKET #8206,"I-94, EXIT 274",Port Huron                              ,MI,325,3.899
5770,Kwik Trip # 1281,"I-43, EXIT 107",Belgium                                 ,WI,444,3.25566666
5771,DUNES AUTO TRUCK PLAZA,"I-94, EXIT 12",Sawyer,MI,465,3.499
5771,DUNES AUTO TRUCK PLAZA,"I-94, EXIT 12",Sawyer,MI,465,3.599
5774,PJ TRAVEL PLAZA,"I-80, EXIT 192 & SR-880",Loganton,PA,138,3.479
5780,BILLS TRUCKSTOP,"I-85, EXIT 86                 ",Linwood                                 ,NC,65,3.449
5799,STAPLES OIL,"I-90, EXIT 146",Alden,MN,425,3.299
5801,TA WYTHEVILLE TRAVEL CENTER,"I-81, EXIT 72 & I-77, EXIT 41",Wytheville,VA,185,3.519
5821,TA PORTLAND TRAVEL CENTER,"I-5,  EXIT 278",Aurora,OR,935,4.03233333
5823,ENMARKET #863,"I-95, EXIT 8 & SR-88",Hardeeville,SC,195,3.08233333
5830,115 TRUCKSTOP #5001,"I-94, EXIT 115",Marshall,MI,431,3.429
5830,115 TRUCKSTOP #5001,"I-94, EXIT 115",Marshall,MI,431,3.499
5830,115 TRUCKSTOP #5001,"I-94, EXIT 115",Marshall,MI,431,3.589
5842,PETRO STOPPING CENTER #6367,"I-57,  EXIT 335",Monee,IL,290,3.459
5842,PETRO STOPPING CENTER #6367,"I-57,  EXIT 335",Monee,IL,290,3.499
5842,PETRO STOPPING CENTER #6367,"I-57,  EXIT 335",Monee,IL,290,3.399
5860,SPEEDWAY #4610,"I-35, EXIT 59 & SR-21",Faribault,MN,448,3.759
5873,SOUTHERN VALLEY COOP,ST 14 BYPASS,Mankato                                 ,MN,425,3.499
5901,ROTHSAY TRUCK STOP,"I-94, EXIT 38",Rothsay,MN,341,3.209
5903,Circle K #2746447,I-94/US-52 EXIT 127 & US-71/SR-28,Sauk Centre,MN,250,3.189
5907,SPEEDWAY #4035,CR-101,Shakopee,MN,448,3.599
5909,SINCLAIR,"I-90, EXIT 233",Saint Charles,MN,515,3.529
5927,HARRISONBURG TRAVEL CENTER,"I-81,  EXIT 243 & US-11",Harrisonburg,VA,185,2.899
5935,WESTHAMPTON VALERO,I-295 EXIT 47A,Mount Holly                             ,NJ,160,3.329
5942,EXPRESS MART TRUCK STOP,"I-55, EXIT 185 & US-67/US-61",Barnhart,MO,540,2.99733333
5944,LAKE MILLS TRAVEL PLAZA,"I-94, EXIT 259 & SR- 89/CR-G",Lake Mills,WI,420,3.36066666
5946,PILOT TRAVEL CENTERS #918,I-90 EXIT 55,Rapid City,SD,506,3.999
5949,EXXON,US-59 & LOOP 151,Texarkana                               ,TX,723,3.16566666
5951,ROAD RANGER #157,I-64 EXIT 41,Okawville,IL,540,3.799
5963,OZONA ONE STOP,"I-10, EXIT 372",Ozona                                   ,TX,710,2.98233333
5965,TRUCK TOWNE,I-29 EXIT 47 & SR-46,Beresford                               ,SD,572,3.159
5971,WACO TRAVEL CENTER,SR-19,Perry,FL,20,3.699
5979,TA LAFAYETTE TRAVEL CENTER,"I-10 & SR-182, EXIT 101",Lafayette,LA,600,3.134
5980,THRIFT MART TRUCK PLAZA,"I-85/US-460, EXIT 63A & US-1/US-460 BUS",Petersburg,VA,180,3.199
5990,360 TRUCK STOP,US-360,Amelia Court House,VA,180,3.599
5996,Fast Stop Travel Centers #1134,"I-80/US-30, EXIT 99 & US-191/SR-373",Rock Springs,WY,827,3.499
5999,PILOT TRAVEL STOP #492,"I-30, EXIT 78 & SR-7",Arkadelphia,AR,635,3.559
5999,PILOT TRAVEL CENTER #492,"I-30, EXIT 78 & SR-7",Arkadelphia,AR,635,3.499
6001,ALLSUPS #2392,US-70 & US-285,Roswell,NM,700,3.199
6009,CASEYS #2652,US-65 & US-36,Chillicothe,MO,400,3.289
6010,SEGOVIA TRUCK STOP,"I-10, EXIT 465",Junction,TX,739,2.999
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.619
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.649
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.599
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.449
6018,TA BLOOMINGTON TRAVEL CENTER,"I-55, I-74 & I-39 , EXIT 160",Bloomington,IL,280,3.539
6033,EMERY'S,US-54,Deerfield,MO,277,3.349
6037,CRYSTAL OIL,"I-129/US-20/US-75,  EXIT 2",South Sioux City,NE,527,3.549
6041,COCKERHAM FUEL CENTER #4,"I-77, EXIT 14 & US-58/US-221",Hillsville,VA,185,3.28233333
6047,FAST LANE #26,US-61,Eolia,MO,494,3.099
6051,CIRCLE K #2709846,"I-25, EXIT 240",Longmont,CO,800,3.05733333
6057,PILOT TRAVEL CENTER #903,"I-70/US-40, EXIT 252",Salina,KS,523,3.759
6057,PILOT TRAVEL CENTERS #903,"I-70/US-40, EXIT 252",Salina,KS,523,3.779
6058,MOTOR INN AUTO TRUCK STOP,I-75 EXIT 110,Mendon,OH,370,3.199
6068,AYERCO #24,US-61 & CR MM,Hannibal,MO,494,3.099
6082,Palmetto Truck Plaza,US-27/SR-25 & SR-826,Hialeah,FL,95,3.399
6083,BP,"I-35, EXIT 33",Holt                                    ,MO,400,3.049
6087,BREAK TIME #3173,US-54 & CR-HH,Fulton,MO,310,3.299
6093,ONE9 #901,"I-80 & US-183, EXIT 257",Elm Creek,NE,330,2.96566666
6096,Waverly Travel Center,US-23,Waverly                                 ,OH,315,3.41566666
6097,SAPP BROS TRAVEL CENTER,"I-80, EXIT 263",Elm Creek,NE,330,3.18733333
6106,TA HUNTINGTON,"I-84, EXIT 353",Huntington,OR,982,3.639
6111,HAWGS EXXON,US-167/SR-25,Batesville                              ,AR,418,3.359
6150,CIRCLE K #2723707,"I-81,  EXIT 150",Troutville,VA,65,3.06566666
6154,TA MOBILE TRAVEL CENTER,"I-10,  EXIT 4",Grand Bay,AL,715,3.13566666
6164,PILOT TRAVEL CENTER #268,"I-80/US-6, EXIT 284",Walcott,IA,270,3.859
6164,PILOT TRAVEL CENTERS #268,"I-80/US-6, EXIT 284",Walcott,IA,270,3.88566666
6165,TEMP STOP #117,I-70 & GRAIN VALLEY RD EXIT 24,Grain Valley,MO,400,2.959
6167,PILOT TRAVEL CENTERS #167,US-71,Nevada,MO,277,3.49566666
6172,SPEEDWAY #2319,"I-96, EXIT 77",Portland,MI,431,3.699
6172,SPEEDWAY #2319,"I-96, EXIT 77",Portland,MI,431,3.549
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,325,3.659
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,325,3.599
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,325,3.579
6173,PILOT TRAVEL CENTERS #21,"I-94, EXIT 167",Dexter,MI,325,3.649
6175,ONVO TRAVEL PLAZA - MIFFLINTOWN,US-322/US-22 & SR-35,Mifflintown,PA,138,3.479
6179,HENDERSON TRAVEL PLAZA,"I-10, EXIT 115 & SR-347",Breaux Bridge                           ,LA,690,3.38566666
6180,Circle #4703923,"I-24, EXIT 180B & US-27",Chattanooga,TN,285,2.78566666
6182,Exxon,"I-20, EXIT 205 & SR-46",Heflin,AL,587,3.01566666
6188,SIGNAL FOOD STORE #112,US-65 & SR-J,Ozark,MO,535,2.999
6198,DAVIS TRAVEL CENTER #102,"I-95/US-301, EXIT 33 & SR-602",Stony Creek,VA,180,3.06566666
6200,KWIK FILL #388,"I-80, EXIT 29 & SR-8",Harrisville,PA,165,3.404
6206,PETRO PORTAGE,"I-90 & I-94, EXIT 108-A",Portage,WI,420,3.80733333
6212,MR FUEL,"I-55, EXIT 180",Pevely,MO,540,3.01566666
6214,PIONEER Travel Plaza,"I-41, EXIT 60 & SR-145",Richfield,WI,444,3.21566666
6215,FUEL HUB,"I-87, EXIT 21B",West Coxsackie,NY,12,3.599
6218,LOVES TRAVEL STOP #215,"I-40, EXIT 16 & US-40 BUS/US-66",Gallup,NM,580,3.43733333
6219,SCHATZ CROSSROADS,US-2 /US-52,Minot,ND,452,3.549
6221,LOVES TRAVEL STOP #214,I-10 EXIT 37,El Paso,TX,640,3.07566666
6222,QUIKTRIP #236,"I-29/US-71, EXIT 18 & SR-92",Platte City,MO,400,2.999
6227,MARLOWS FUEL CENTER,"I-20, EXIT 479",Dallas                                  ,TX,630,3.24066666
6229,FUEL MART #764,"I-70, EXIT 66 & SR- 54",South Vienna                            ,OH,315,3.129
6232,OASIS TRUCK STOP,"I-44 & SR-133, MM 145",Richland,MO,416,3.324
6242,TA FORISTELL TRAVEL CENTER,"I-70, EXIT 203",Foristell,MO,540,3.019
6243,GARDEN INN TRAVEL PLAZA,US-60/US-63,Cabool,MO,535,3.299
6251,BREAUX BRIDGE VALERO #1408,"I-10 & SR-347, EXIT 115",Breaux Bridge,LA,730,3.499
6252,PILOT TRAVEL CENTERS #12,I-80 & I-90 EXIT 71,Perrysburg,OH,550,3.759
6258,CASEYS #6342,"I-29, EXIT 144 & US-169",Saint Joseph,MO,400,3.169
6271,TA DENTON TRAVEL CENTER,"I-35, EXIT 471 & US-77",Denton,TX,630,3.254
6275,TA SEATTLE EAST TRAVEL CENTER,"I-90, EXIT 34",North Bend,WA,962,3.959
6275,TA SEATTLE EAST TRAVEL CENTER,"I-90, EXIT 34",North Bend,WA,962,3.899
6275,TA SEATTLE EAST TRAVEL CENTER,"I-90, EXIT 34",North Bend,WA,962,3.859
6284,7-ELEVEN #40513,I-90/80-IN TOLL RD MM 22W,Portage,IN,365,3.999
6286,APPLE MARKET #526,"I-64, EXIT 94",Winchester,KY,410,2.91566666
6290,FUEL KING NAPOLEON TRAVEL CENTER,"US-6/US-24/SR/CR-3, EXIT 41",Napoleon,OH,550,3.439
6293,PETRO STOPPING CENTER #313,"I-40, EXIT 79",Milan,NM,580,3.57066666
6296,GRAY TRUCK STOP,US-71/US-136,Maryville,MO,400,3.26566666
6299,HWY 34 TRUCKSTOP,"US-34, EXIT 258",West Burlington                         ,IA,345,3.374
6305,I-95 Fuel Stop,"I-95, EXIT 126 & US-17/US-1",Fredericksburg,VA,180,3.264
6307,QUIKTRIP #608,"I-70, MID RIVERS MALL",Saint Peters,MO,540,2.904
6308,Pilot Travel Centers #354,"I-64, EXIT 28",Simpsonville,KY,415,3.759
6309,WINNERS CIRCLE #1,"I-30 & US-270, EXIT 98A",Malvern,AR,695,3.35233333
6310,CIRCLE K #2707515,US-27/SR-25 & US-98/US-700/SR-700/SR-66,Sebring,FL,140,3.389
6315,AYERCO #25,US-24,Taylor,MO,494,3.01566666
6318,Chisholm Corner #15,"I-35, EXIT 72 & US-19",Pauls Valley                            ,OK,569,3.38733333
6326,KANZA TRAVEL PLAZA,"I-35, EXIT 231 AND US-177",Braman,OK,500,3.02733333
6327,PETRO STOPPING CENTER #312,"I-40 & I-75, EXIT 369",Knoxville,TN,405,3.42566666
6330,TA EDINBURG TRAVEL CENTER,I-69C/US-281 & FM-2812,Edinburg,TX,639,3.01066666
6334,231 PLAZA AND TRUCK STOP,US-231/SR-75 & SR-20,Youngstown,FL,20,3.494
6341,TA RAWLINS TRAVEL CENTER,"I-80, EXIT 214",Rawlins,WY,795,3.72233333
6346,SPEEDWAY #4710,US-71/SR-60,Windom,MN,425,3.299
6351,FLYING J TRAVEL PLAZA #608,"I-10, EXIT 1",Ehrenberg,AZ,930,3.959
6356,CIRCLE K #2721536,ST 6 EAST,Batesville,MS,435,3.24066666
6370,TA ROCKWALL TRAVEL CENTER,"I-30/US-67, EXIT 68 & SR-205",Rockwall,TX,630,3.13733333
6374,TA ELGIN WEST TRAVEL CENTER,I-90 &  US-20,Hampshire,IL,290,3.459
6374,TA ELGIN WEST TRAVEL CENTER,I-90 &  US-20,Hampshire,IL,290,3.539
6374,TA ELGIN WEST TRAVEL CENTER,I-90 &  US-20,Hampshire,IL,290,3.599
6374,TA ELGIN WEST TRAVEL CENTER,I-90 &  US-20,Hampshire,IL,290,3.499
6374,TA ELGIN WEST TRAVEL CENTER,I-90 &  US-20,Hampshire,IL,290,3.469
6387,FLYING J FRANCHISE #966,"I-80, EXIT 229",Battle Mountain,NV,966,3.79233333
6391,TOOT N TOTUM #106,US-287,Dumas,TX,585,3.00566666
6393,PILOT TRAVEL CENTER #478,"I-64, EXIT 92",Leavenworth                             ,IN,415,3.959
6393,PILOT TRAVEL CENTERS #478,"I-64, EXIT 92",Leavenworth                             ,IN,415,3.959
6401,CIRCLE K #2723457,"I-10, EXIT 34-B",Gulfport,MS,715,2.989
6434,AMPRIDE ALL ROUND TRUCK STOP,US-20,Fort Dodge,IA,343,3.299
6441,GRAND OIL,"I-75, EXIT 41 & SR-80",London                                  ,KY,410,3.499
6442,CLARK OIL #49,US-84,Laurel,MS,620,2.999
6448,CIRCLE K #2723392,"I-59, EXIT 97 & US-84",Laurel,MS,620,2.95233333
6462,ARCO #471770,US-281 & SR-5,Dunseith,ND,452,3.499
6468,TA SAYRE TRAVEL CENTER,"I-40 & CEMETARY RD, EXIT 26",Sayre,OK,483,3.064
6480,FLYING J #934,"I-84, EXIT 265",La Grande,OR,982,3.53566666
6492,FLICKS,US-49,Richland,MS,760,2.999
6496,SPEEDY EXPRESS #38,"I-35, EXIT 305",Mathis,TX,625,3.199
6502,SQUAW CREEK TRAVEL PLAZA,"I-29, EXIT 79 & US-159",Forest City,MO,400,3.339
6517,HARDYS #5,"I-80, EXIT 4   4",Wendover,UT,835,3.499
6518,TOWN PUMP FOOD STORE #310,"I-15, EXIT 164",Boulder,MT,816,3.559
6526,TULIP CITY TRUCK STOP,"I-196 & SR-40, EXIT 49",Holland,MI,344,3.739
6527,ZIP TRIP #50,"I-90, EXIT 426",Park City,MT,780,3.584
6547,FLYING J TRAVEL PLAZA #762,"I-90, EXIT 126 & SR-59",Gillette,WY,836,3.899
6562,PILOT #1323,"I-29, EXIT 35                 ",Faucett                                 ,MO,400,3.27233333
6563,Road Ranger #282,"I-35, EXIT 500",Gainesville,TX,630,3.17566666
6564,FLYING J FRANCHISE #970,US-395,Pasco                                   ,WA,925,4.599
6565,TA Greeneville Travel Center,"I-81,  EXIT 36",Greeneville,TN,405,3.55233333
6567,YELLOWSTONE TRUCK SHOP,"I-90, EXIT 330",Livingston,MT,786,3.649
6577,AC & T TRAVEL CENTER,"I-81, EXIT 5 W",Hagerstown,MD,70,3.659
6578,PILOT TRAVEL CENTER #909- TOWN PUMP,"I-15 & US-2, EXIT 363",Shelby                                  ,MT,815,3.63566666
6588,TOWN PUMP FOOD STORE #4300,"I-90, EXIT 249",Whitehall,MT,786,3.659
6593,LITTLE AMERICA TRAVEL CENTER,"I-40, EXIT 198",Flagstaff,AZ,930,3.539
6607,TRANSIT TRUCK STOP,"I-97, EXIT 10",Millersville,MD,22,3.46566666
6608,7-ELEVEN #35560,SR-16,Charlotte,NC,46,3.999
6628,FLYING J TRAVEL PLAZA #682,"I-85, EXIT 150",Haw River,NC,65,3.94233333
6632,TA SAVANNAH TRAVEL CENTER,"I-95/SR-405,  EXIT 87 & US-17/SR-25",Richmond Hill,GA,195,3.35066666
6633,BAKER TRUCK CORRAL,"I-84, EXIT 304",Baker City,OR,982,3.42566666
6640,PETRO STOPPING CENTER JOHNSTOWN,"I-25, EXIT 254",Johnstown                               ,CO,800,3.42733333
6642,TA VERO BEACH TRAVEL CENTER #197,"I-95/SR-9, EXIT 147 & SR-60",Vero Beach,FL,95,3.484
6646,FAMILY EXPRESS #35 (DISCOUNT AVAILABLE),"I-65, EXIT 215 & SR-114",Rensselaer                              ,IN,365,3.13233333
6655,BP DBA TA ELKTON TRAVEL CENTER,"I-95,  EXIT 109B",Elkton,MD,150,4.969
6659,GURNEE TRUCK STOP,US-41,Gurnee                                  ,IL,290,3.289
6659,GURNEE TRUCK STOP,US-41,Gurnee                                  ,IL,290,3.379
6661,TA FRANKLIN TRAVEL CENTER,"I-65, EXIT 61",Franklin,TN,460,3.839
6663,TA of Mocksville,"I-40, EXIT 170 & US-601",Mocksville,NC,46,3.699
6677,ROADWAY TRAVEL CENTER,"I-29, EXIT 73",Sioux Falls                             ,SD,530,3.199
6693,SAPP BROS TRAVEL CENTER,US-77,Fremont,NE,486,3.34566666
6701,JACKS TRUCK STOP,"I-65, EXIT 304 & SR-69",Cullman,AL,615,3.999
6704,FL Roberts,"I-91, EXIT 24",Whately,MA,100,3.559
6716,MARATHON,"I-29/US-81, EXIT 65 & I-94 BUS/US-10",Fargo,ND,341,3.449
6721,STAMART 1222,"I-29, EXIT 64",Fargo,ND,341,3.38566666
6725,TA EXPRESS GRAND FORKS #948,"I-29, EXIT 141 & US-2",Grand Forks,ND,355,3.539
6734,TOMAHAWK TRUCK STOP,"I-25, EXIT 128",Fountain,CO,803,3.299
6736,EAGLEVILLE TRAVEL CENTER,"I-35 & ROUTE N, EXIT 106",Eagleville,MO,320,2.93566666
6742,Holiday #3810,"I-94/US-52, EXIT 178 & SR-24",Clearwater,MN,453,3.22066666
6744,FLYING J #550,US-2/US-52,Minot,ND,273,3.93566666
6745,TIGER TRUCK STOP,"I-10, EXIT 139",Grosse Tete,LA,600,3.059
6755,PETRO STOPPING CENTER #326,"I-40, EXIT 161 & SR-391",North Little Rock,AR,695,3.20733333
6760,BETTY BEAVERS TRUCKSTOP,"I-87, EXIT 32",Lewis,NY,12,3.719
6760,BETTY BEAVERS TRUCKSTOP,"I-87, EXIT 32",Lewis,NY,12,3.619
6765,CIRCLE C TRAVEL PLAZA,"I-95, EXIT 68 & SR-61",Walterboro,SC,195,3.079
6806,Onvo Travel Plaza,"I-78/US-22, EXIT 45 & SR-863",Kutztown,PA,90,3.32733333
6810,TA RICHMOND,"I-95, EXIT 89 & SR-802",Ashland,VA,180,3.60566666
6811,PUMP & PANTRY #24,US-6/CR-74,Hastings,NE,330,3.399
6823,PETRO STOPPING CENTER #301,"I-10, EXIT 37",El Paso,TX,640,3.124
6840,PETRO DEMING,"I-10, EXIT 68",Deming,NM,640,3.38566666
6842,FLYNNS TRUCK PLAZA,"US-20, EXIT 11 & SR-140",Shrewsbury,MA,175,3.61566666
6845,NEBRASKALAND TIRE SHOP,"I-80, EXIT 237 & US-283",Lexington,NE,330,2.999
6850,BROKEN WHEEL TRUCK STOP,"I-25, EXIT 135",Douglas,WY,790,3.759
6857,TA SPARKS TRAVEL CENTER,"I-80, EXIT 19 & SR-659",Sparks,NV,966,3.899
6859,PRIME STOP,US-81,Norfolk,NE,470,3.229
6864,JJS TRUCK STOP,"I-30, EXIT 106",Malvern,AR,695,3.31566666
6869,TA WHEELING TRAVEL CENTER,"I-70, EXIT 11 & CR-41",Valley Grove,WV,165,3.529
6883,PILOT TRAVEL CENTERS #517,US- 22 & SR-322,Duncannon,PA,70,4.199
6885,GO MART FOOD STORE #31,"I-77, EXIT 95 & SR-61",Charleston                              ,WV,44,3.499
6886,PWI #535,"I-70, EXIT 47",Palisade,CO,800,3.379
6897,Speedee Mart #2890,US-20 & US-83,Valentine,NE,475,3.329
6901,PRIME STOP,US-275,Wisner,NE,470,3.259
6915,FLITE LINE SUNOCO,"I-95, EXIT 3",Portsmouth,NH,34,3.69566666
6927,TORCH 85 TRUCK PLAZA,"I-85, EXIT 42",Tuskegee,AL,720,3.27233333
6944,CROSSROADS TRUCK STOP,"I-82, EXIT 1 & US-730",Umatilla,OR,982,3.239
6948,PILOT #4563,"I-8I, EXIT 77",Harrisburg,PA,70,3.869
6951,ARROWHEAD TRAVEL PLAZA,"I-84, EXIT 216 & SR 331,",Pendleton,OR,982,3.259
6954,BOLLA MARKET #198,SR-17MAHWA,Mahwah,NJ,115,3.58566666
6960,FLYING J TRAVEL PLAZA #761,"I-80 & US-189, EXIT 3",Evanston,WY,835,3.699
6961,LITTLE AMERICA,"I-80, EXIT 358 & I-25, EXIT 9 & US-30",Cheyenne,WY,795,3.709
6962,LITTLE AMERICA TRAVEL CENTER,"I-80, EXIT 68 & SR-374",Little America,WY,835,3.52566666
6963,Atlantis Fresh Market #553,"I-84, EXIT 1",Montague,NJ,120,3.509
6968,R STORE #4513,US-41,Fond Du Lac,WI,360,3.299
6970,TA Twin City East Travel Center,I-94  EXIT 4 & US-12,Hudson,WI,450,3.54733333
6971,KWIK TRIP #1013,"I-41, EXIT 57 & SR-167",Richfield,WI,444,3.39066666
6975,TRUCKERS INN STOP,"I-90/I-94, EXIT 132 & US-51",De Forest,WI,420,3.199
6976,MOASIS TRUCK CENTER,US-41,Little Chute,WI,444,3.199
6980,TA MADISON TRAVEL CENTER,"I-90/I-94/I-39, EXIT 132 & US-51",De Forest,WI,420,3.839
6981,Kwik Trip #1197,"US-151, EXIT 26",Belmont,WI,335,3.564
6984,TA HURRICANE TRAVEL CENTER,"I-64, EXIT 39 & SR-34",Hurricane,WV,255,3.63233333
6986,LOVES TRAVEL STOP #448,"I-5, EXIT 136B, SR-509",Tacoma,WA,977,4.589
6986,LOVES TRAVEL STOPS #448,"I-5, EXIT 136B, SR-509",Tacoma,WA,977,4.589
6987,One9 #965,"I-90, EXIT 109 & US-97",Ellensburg                              ,WA,977,3.859
6987,One9 #965,"I-90, EXIT 109 & US-97",Ellensburg                              ,WA,977,3.839
6987,One9 #965,"I-90, EXIT 109 & US-97",Ellensburg                              ,WA,977,3.899
6992,FLYING J #1169,"I-5, EXIT 99",Tumwater,WA,977,4.599
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,4.059
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,3.999
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,4.029
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,4.159
6994,FLYING J FRANCHISE #967,"I-90, EXIT 286",Spokane,WA,970,3.929
6999,SIMMONS TRAVEL CENTER,"I-85, EXIT 4 & SR-93/SR-903",Bracey,VA,180,3.099
7003,TA ASHLAND TRAVEL CENTER,"I-95, EXIT 92 & SR-54",Ashland,VA,180,3.64233333
7004,FRANKS TRUCKING CENTER,"I-264, EXIT 13B",Chesapeake,VA,130,3.449
7005,PETRO STOPPING CENTER,"I-81 & I-64, EXIT 205",Raphine,VA,185,3.659
7007,KUM & GO #0201,"I-80, EXIT 242",Coralville,IA,380,3.294
7013,ERNIES TRUCK PLAZA,"I-15, EXIT 112",Beaver,UT,910,3.399
7016,TA SALT LAKE CITY TRAVEL CENTER,"I-80, EXIT 99",Tooele,UT,835,3.769
7018,FLYING J TRAVEL PLAZA #746,"I-15 & I-80 SR 201, EXIT 305",Salt Lake City,UT,835,3.73233333
7023,TA AMARILLO WEST TRAVEL CENTER,"I-40, EXIT 74",Amarillo,TX,585,3.279
7037,SAMS TRUCK STOP,"I-10, EXIT 138",Van Horn,TX,640,3.999
7045,BUBBLE CITY TRUCK STOP,US-64,Farmington,NM,614,3.70566666
7051,PILOT #887,US-84 & US-180,Snyder,TX,575,3.24566666
7056,TA SWEETWATER TRAVEL CENTER,"I-20, EXIT 242",Sweetwater,TX,575,3.15233333
7058,YESWAY #1125,"I-27, EXIT 1C",Lubbock,TX,700,2.969
7059,TA BIG SPRING TRAVEL CENTER,"I-20, EXIT 177 & US-87",Big Spring,TX,612,3.699
7064,SPEEDWAY #9804,"I-10, EXIT 25",El Paso,TX,640,3.41566666
7066,REFUEL #328,"I-35,  EXIT 204",San Marcos,TX,595,2.999
7072,TA ANTIOCH TRAVEL CENTER,"I-24, EXIT 62",Antioch,TN,460,3.50566666
7077,THE TENNESSEAN TRUCKSTOP,"I-65, EXIT 22 & US-31 ALT/SR-11",Cornersville,TN,460,3.799
7078,TA DENMARK TRAVEL CENTER,"I-40 & SR-138, EXIT 68",Denmark,TN,435,3.539
7080,ONE9 #1422,"I-40, EXIT 197",Moriarty,NM,580,3.11566666
7082,Chevron,"I-65, EXIT 6",Ardmore,TN,460,3.599
7084,Holiday StationStore #2746500,US-12 & US-281,Aberdeen,SD,248,3.114
7087,PILOT #599,"I-90, EXIT 192 & I-90 BUS/US-83",Murdo,SD,506,3.799
7088,FLYING J FRANCHISE #931,"I-90, EXIT 61",Rapid City,SD,506,3.15733333
7092,LOVES TRAVEL STOP #445,I-90 EXIT 399 & SR 115,Sioux Falls,SD,530,3.889
7095,TA MANNING TRAVEL CENTER,"I-95, EXIT 119",Manning,SC,135,3.51733333
7106,PILOT DEALER #1163,"I-80, EXIT 42",Emlenton,PA,165,4.03566666
7112,TA HARRISBURG TRAVEL CENTER,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.81566666
7116,TA MILESBURG TRAVEL CENTER,"I-80, EXIT 158",Milesburg,PA,14,4.049
7121,TA BLOOMSBURG TRAVEL CENTER,"I-80, EXIT 232",Bloomsburg,PA,138,3.95733333
7126,SAPP BROS TRAVEL CENTER,"I-80, EXIT 120",Clearfield,PA,14,3.899
7128,FLYING J #518,"I-78, EXIT 10 (PA 645)",Myerstown,PA,208,3.869
7129,TA BROOKVILLE TRAVEL CENTER,"I-80 EXIT 78, & SR-36",Brookville,PA,14,4.029
7131,TA BREEZEWOOD TRAVEL CENTER,"I-76 & US30, EXIT 161",Breezewood,PA,14,4.299
7132,Terrible Herbst dba/One9 #1395,"I-15, EXIT 12",Jean,NV,910,3.459
7135,PETRO STOPPING CENTER #336,"I-81, EXIT 52 & I-76, EXIT 226",Carlisle,PA,70,4.149
7136,TA LAMAR TRAVEL CENTER,"I-80, EXIT 173 & SR-64",Lamar,PA,14,4.03566666
7137,TA BARKEYVILLE TRAVEL CENTER,"I-80, EXIT 29 & SR-8",Harrisville,PA,165,4.044
7147,JUBITZ TRAVEL PLAZA,"I-5, EXIT 307",Portland,OR,935,3.859
7148,TA TROUTDALE TRAVEL CENTER,"I-84, EXIT 17",Troutdale,OR,935,3.93233333
7154,TA OKLAHOMA CITY WEST TRAVEL CENTER,"I-40, EXIT 140",Oklahoma City,OK,483,3.30233333
7156,TA OKLAHOMA CITY EAST TRAVEL CENTER,"I-40, EXIT 142",Oklahoma City,OK,483,3.30066666
7166,TA London Travel Center,"I-70 & US-42, EXIT 79",London,OH,315,3.49233333
7169,TA YOUNGSTOWN TRAVEL CENTER,"I-80 & SR 46, EXIT 223",Youngstown,OH,573,3.444
7170,TRUCK WORLD TRUCKSTOP,"I-80, EXIT 234",Hubbard,OH,573,3.259
7172,TA TOLEDO EAST TRAVEL CENTER,"I-80 & I-280, EXIT 71",Perrysburg,OH,550,3.78066666
7173,SPEEDWAY #9954,"SR-17, EXIT 66",Apalachin,NY,32,3.999
7173,SPEEDWAY #9954,"SR-17, EXIT 66",Apalachin,NY,32,4.099
7176,TA DAYTON TRAVEL CENTER,"I-70,  EXIT 10 & US-127",Eaton,OH,317,3.40066666
